GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0	exp_25_smpl_0	exp_26_smpl_0	exp_27_smpl_0	exp_28_smpl_0	exp_29_smpl_0	exp_30_smpl_0	exp_31_smpl_0	exp_32_smpl_0	exp_33_smpl_0	exp_34_smpl_0	exp_35_smpl_0	exp_36_smpl_0	exp_37_smpl_0	exp_38_smpl_0	exp_39_smpl_0	exp_40_smpl_0	exp_41_smpl_0	exp_42_smpl_0	exp_43_smpl_0	exp_44_smpl_0	exp_45_smpl_0	exp_46_smpl_0	exp_47_smpl_0	exp_48_smpl_0	exp_49_smpl_0
malI	0.517267929653238	0.9088489667771567	0.7447834510752251	0.9582191194399399	0.1018511211087473	0.35976210502579276	0.4368779593994982	0.8041232329312468	0.3003343962832796	0.18854938297471793	0.92526412018295	0.9453691894058553	0.2992353371767384	0.30190708031343866	0.04498937070320254	0.9437652786092159	0.13053145119852091	0.4969391981653743	0.8849510058089495	0.8447635785703663	0.8329875076547929	0.28303833970522324	0.1604123099737413	0.5481902383410103	0.13524117180074738	0.8457867089920669	0.6152221531898724	0.29449193085770486	0.03152278468002785	0.07479287109785954	0.4220090056508601	0.9191200470372715	0.8631409085951778	0.21569523803803178	0.00855225139272282	0.8991398216747972	0.674844546661453	0.9084272385890527	0.795138595429823	0.9020071617492936	0.48033089054785005	0.17388329708700995	0.22265344056602285	0.8753466730157929	0.5443165929486753	0.49758523708667257	0.875522118351	0.285525451215173	0.748952056125236	0.6376498464615745
rob	0.7138294219856807	0.06095088113547744	0.3698214972411797	0.017494732121314745	0.5325435382069102	0.6576139949759804	0.9772991234751179	0.7734024802499979	0.5344894718890172	0.28133015423986285	0.6425103285308261	0.7481546470247803	0.23470293044000157	0.5782196263753684	0.465320699646522	0.10039962984116804	0.3478623462018694	0.7128096259195846	0.4873979011609591	0.638949479001455	0.12258981608311809	0.20665051627293313	0.19398910681093962	0.8973920698931696	0.09456988020606001	0.9022439564599438	0.2174173986373536	0.05964117756377344	0.2065008012995914	0.9878260194525874	0.4107018830092228	0.653239302616561	0.019807444096990996	0.40060881515850283	0.06374748534570189	0.8219614066130451	0.8458682124605094	0.24147748218706194	0.6655109464648923	0.22522949369288528	0.37991449467533706	0.09264414718981076	0.3559136484368454	0.2875609661159006	0.3431427681659327	0.4949386723135725	0.1326499271813388	0.38049563207830356	0.8450709265731742	0.7546380249276816
fumC	0.2692096678597945	0.998985650702694	0.6829285727637375	0.9999681063394547	0.43205457018666205	0.24070177539996074	0.010455929398907412	0.17529475305594455	0.45797004747266196	0.827985208603719	0.3382876027012027	0.0892054029658674	0.9152382463170503	0.4319820432739564	0.5748349635347831	0.9949655629892252	0.8131609452007985	0.17306110587553833	0.450264888239099	0.30307058358480005	0.9854611335639006	0.9349678494561902	0.9663012211418872	0.04321151723899308	0.9939468273870145	0.033026748765800404	0.9147708501593986	0.9988744823808041	0.9506234099848491	0.005952974273308109	0.6587466355592756	0.3415983451326339	0.9999619780464173	0.677793122753016	0.998362596017087	0.09393702278538246	0.10707092834873888	0.9531460390916653	0.17359334434714999	0.91970014912899	0.6792899707491235	0.9946065158619232	0.764884786292443	0.8413263758072731	0.8521686113781779	0.467290353248164	0.9875776475779533	0.6169130450002938	0.04624029188855114	0.12978498509499842
cysB	0.7225913688674992	0.7179348411235333	0.7708950489605653	0.09727886286650571	0.16222417245868007	0.08858615487550554	0.4794522010560792	0.7856250325700007	0.3893948055284511	0.44125439656619003	0.5879808815533799	0.020929208571725953	0.29545313892580255	0.2705906874705734	0.04259621755923752	0.00749736382571128	0.8182738134074719	0.9806857499731899	0.16909120878341072	0.333228581672934	0.4401035788598846	0.09070242483477167	0.8504675272838031	0.012014085292332178	0.10843712988181554	0.6874442961185114	0.719101349332588	0.7114897992116752	0.9262837697970592	0.5171276265317841	0.26341240269240357	0.3679590617083138	0.7076257549451151	0.34143356850254847	0.5803227346902812	0.9967314794593044	0.12223982341950804	0.3500925096816673	0.1611671033914833	0.9510163925712655	0.2766680061299219	0.1462554203085386	0.7400168385718972	0.4067977584748384	0.7315333895065734	0.6613787606450181	0.39422669668508326	0.12040737532283972	0.2516565146390948	0.6588412674449637
cysJIH	0.1767342530136361	0.16277246228600709	0.1702326928045761	0.9981914607460445	0.9836437486200803	0.9987281373507179	0.6314992062638907	0.16077127381291612	0.7797199555628582	0.5964139300480911	0.37860695560600993	0.9999995	0.8551079672538414	0.954649930574665	0.9998909251219111	0.9999995	0.0986748927831177	0.010053570499104797	0.9844511289684017	0.8507332963820728	0.7007512957974783	0.9985880743963271	0.09266342772584255	0.9999995	0.9973224609375451	0.2466579688853697	0.24184701514636062	0.16622932931554762	0.0432408064022696	0.538706650265929	0.9640389904425835	0.799341789835182	0.141505385434274	0.8281237245112987	0.38299765594383894	0.0013472631785230072	0.9948358396927143	0.804692161769513	0.988809510235865	0.029575233180868948	0.9319950615176078	0.9929211967169256	0.2014792628072735	0.8324875398913406	0.25604486333175164	0.3058066364479767	0.669988655267404	0.9956982629408969	0.9573453769525968	0.4136973033069038
tnaLAB	0.9430408610882571	0.02767304765791796	7.146103539761848E-5	0.9864535187999126	0.0020095605784529753	0.8993215994714995	0.5153882640071121	0.9958342098125108	0.9104622548602558	0.058505014142680535	0.15513592344056915	0.6561130051678133	0.4000592541610862	0.9612596736791387	0.9946239164725001	0.5907915969731099	0.04739619944915192	0.9933030217844061	0.7617277263894112	0.720889636557375	0.7869069711260707	0.23935854890198166	0.0071932771812464455	0.04483115950256389	0.9655599324607149	0.8597300061586404	0.6181118054337968	0.9726891322272307	0.37332668544156755	0.9821639931960561	0.9587415660505038	0.06082276275634079	0.06770129605767893	0.8371546190482914	0.5295410386370697	0.9675540229577406	4.653832847997493E-6	0.9847745579471947	0.09797659321957553	0.8460473516125359	0.008702913929209063	0.9534694976468675	0.6445853049061472	0.945124579513072	0.9572718489581127	0.9958059510323527	0.8504011869543662	0.9976773954384552	0.003704497715204096	0.4966751744198731
rpiR_alsBACEK	0.015833715026106032	0.6563774235720939	0.18031674801723385	0.408443148158052	0.19410778165022885	0.3243714658111148	0.5343528146014193	0.020392215041852894	0.11499479128629764	0.5425819228729415	0.41145633665246756	0.6649487912975662	0.38501929225412485	0.23873758685290355	0.8240266100652895	0.3221883966984885	0.33260435208660327	0.8209004013087358	0.28418849302164567	0.007564798914713943	0.914680882374681	0.6111266378677904	0.7432156461833428	0.4279860285957271	0.5905149444641662	0.27405005906503876	0.5349302732831105	0.8463345285894693	0.6763574279728719	0.9903416042297045	0.454116948573776	0.003729536549063507	0.7818430406097222	0.5106992125921298	0.8776436126990029	0.8593786022638049	0.1926976408203154	0.9082128965644808	0.19345688110133313	0.3362317728066543	0.48167556610974244	0.7547582343039396	0.6488368903278526	0.5938837640221662	0.6014012402898875	0.3291829222470003	0.8816850931767728	0.2519337966320823	0.6988128258133901	0.5977339735565705
caiF	0.8247677143932133	0.007942441091612587	1.5033193364027386E-5	0.97386534846562	6.383221320587858E-4	0.722663325603446	0.33274204631847515	0.9904148643249493	0.8909865521163084	0.01828970748201313	0.05373157565488209	0.4628325405484632	0.1679748886888581	0.8454186646590357	0.9847848285012866	0.3080670815472535	0.013171746286877124	0.9829351162106417	0.5193223091017551	0.4775028178076018	0.4788490978774313	0.11442277931212638	0.0019753328313720955	0.013705834944737372	0.8598755172379017	0.8249587024108316	0.3518102756562473	0.912851670110587	0.14061941945859677	0.9458777162005766	0.8592947910778872	0.019951032137815777	0.021663266799322053	0.5696188600398825	0.2769401139500674	0.9529014271114185	8.643549282548794E-7	0.9684040100758599	0.03801171233511154	0.6756703650603183	0.0021855666569496127	0.9168071945894266	0.42905057528944135	0.7648779592441057	0.8939839899347404	0.9900629059249674	0.6314680756399267	0.9940394060059466	8.801585162287993E-4	0.22054681555246755
fepB	0.9777253136839038	0.9934886214157058	0.2556621094949702	0.04018357355399884	0.6171167257381893	0.3387853171365367	0.6983132394163055	0.05879647301413861	0.29367243128434806	0.2208425321047274	0.5431432654299918	0.08745697536038123	0.9653962230137575	0.9808142915037986	0.2874967289795964	0.10108681464971338	0.9109305310986768	0.19534110050177528	0.4252157916268032	0.31976000063194115	0.17035091852748735	0.9974922857047782	0.005370048126544904	0.9628745408033101	0.7026080156224894	0.862833294151743	0.48018516878371714	0.9828901445515319	0.09611029610461186	0.18675863326140454	0.998299113334571	0.06698542677463767	0.4429597102921597	0.9487513029468552	0.47863661573559935	0.09692480198758106	0.9633578261078619	0.9975747245656705	0.39300170266463275	0.9994315890940937	0.15523803160508065	0.8794679366804419	0.332910542850161	0.8642687495081632	0.34681948762255965	0.07714127628096769	0.9867216276648743	0.09290454614447317	0.7846745049412798	0.2430993246206633
acs	0.0019863719020201	0.9999694824371338	0.9914367782771125	0.8895612983723475	0.31215192787101703	0.5216960853351952	0.9911338123467014	0.5741916574563166	0.9939250030726504	0.7924410655501454	0.010472120736490842	0.6182759123633566	0.15058625692983452	0.057880525678183664	0.7740153023788953	0.042027720041674696	0.018255153727555252	0.028049635484849362	0.8123950907953771	0.005648345083843672	0.09715766376403359	0.40706078976807775	0.15979814967117822	0.07639826494617902	0.0255435395817491	0.6327257468346076	0.6742606908476406	0.30610364743896473	0.30607533853864205	0.026442537038010056	0.32437571263275417	0.737208293897746	0.05235385677278828	0.9015071349394268	0.5385966234428361	0.9774110174842714	0.09144285699597159	0.11602880842614556	0.11239441658836688	0.008728521698542853	0.1532959428722915	0.9996326810380317	0.7288976461104937	0.05485311247847927	0.08888514277308583	0.12542409682555497	0.8685111981736114	0.01469173802786734	0.015088158448218777	0.2117030544703604
himA	0.29955868097773397	0.627129258782209	0.9450078854522757	0.2982276381170921	0.7806378416191833	0.650000009237673	0.1739653332437493	0.24996520165208494	0.2249542604518072	0.37339610376390336	0.62469260247132	0.14535211620916122	0.5987380491947506	0.14656002457044157	0.2977260359050062	0.32332210234550846	0.8264133578940344	0.9185693511025287	0.589473387720247	0.7307885658569335	0.9844553711728631	0.21198186651245157	0.6603193377964481	0.3231932851469518	0.48697927985119743	0.5141138192115029	0.2041293238501614	0.41156865425766587	0.31768040835260986	0.7653614346708767	0.46085046599190155	0.17954115302939416	0.9181686536534764	0.7021436064341207	0.5005819275084491	0.13440002300014214	0.04275386847117401	0.15437552504724777	0.34163012345347055	0.6510162378226856	0.02670815705389657	0.008817965032660309	0.550426971196495	0.8648996070006253	0.28221487933792455	0.8627451368288833	0.17565436682706062	0.03808294233505907	0.5039505064291889	0.14228337214594042
ompR_envZ	0.8068457825876745	0.16280909032346055	0.015438483444507755	0.7528098486481711	0.055794479144953	0.1875452094200399	0.9684123336595469	0.8474128237790338	0.9260798955937973	0.5963483920199452	0.14931001484999581	0.9755016016789704	0.19819285023602792	0.9777035744355932	0.8239101078117484	0.7342313032586283	0.053902027893090045	0.01809031354892095	0.22190372177322754	0.07706231391890993	0.0030710633155749813	0.847698097409385	0.20122305683101271	0.7192875344233735	0.36445305073278256	0.4337214196580126	0.9190287819109453	0.554763520730566	0.7896380680615426	0.13092202836343889	0.4735283604152926	0.9499736814168195	0.02225151161470251	0.1388320161809639	0.41419824436983144	0.9793500193798474	0.9996299442663884	0.9669880800556945	0.7193066469652318	0.17282182894338116	0.9999141057567594	0.9999995	0.2732577822308281	0.02910102567684621	0.8536792756862711	0.04356711190961789	0.9577815074188677	0.9996853720638335	0.4921723304588889	0.9759264492038545
fhlA	0.10918818592577427	0.4210783098016802	0.7833798297258261	0.3161087784143797	0.09150272449355275	0.28616298018377734	0.30559072878584614	0.3855707542772571	0.43321518875009724	0.43522698278753397	0.3140665025097707	0.2283619157161479	0.5952845803629974	0.918720147087617	0.5612216621962772	0.5807485646671151	0.690159662865986	0.0727597653801251	0.23406943265423877	0.8415978380752892	0.08479526929556494	0.3825515198274734	0.2792077188950387	0.2580488325923878	0.6909045265561425	0.877581597799388	0.8531971779993763	0.5154425982910631	0.590795878498474	0.129281400880723	0.19645000882038866	0.5138887316844427	0.8777516043838561	0.9663296026571183	0.875106316657402	0.1955048120490886	0.196625492051644	0.022972030733448508	0.8085094182843265	0.12142602728378753	0.14058184798961645	0.3661886287105969	0.010962857644777314	0.802190462673598	0.6122666740664278	0.5558608267509891	0.7792138798973327	0.7328253063888749	0.454264832321018	0.6154032621077085
fdhF	0.996912579648459	0.6859734905946356	0.09609050394543621	0.7977282164547805	0.998129606847277	0.9371271091336836	0.8067998923396994	0.743297854405633	0.5849083641918865	0.5963147679767985	0.8580726105364346	0.925173878076154	0.24714827178754223	0.037009946117172926	0.300082470243425	0.32326214868914793	0.1689798653901209	0.9991427081897514	0.9451904304399411	0.05420684771814832	0.9987661798522691	0.7031479958113358	0.9154754327758975	0.9439885048512275	0.19532554173879912	0.03571772183153926	0.06846484373554838	0.4152117042147992	0.31440970866199297	0.9941674033215707	0.9762036256740156	0.4063256764919642	0.027966979422278115	0.008560240505202685	0.02786702155969061	0.9693675321876396	0.968009263267558	0.9999995	0.0810534714185978	0.9945388537433303	0.9910182433347025	0.7736400754382414	0.9999995	0.05996127061244265	0.18409637107268867	0.31640377451617446	0.06501805430708046	0.10896032293957507	0.4469843764836851	0.28177953406135003
narGHJI	0.827373031859525	0.21827667164989775	0.02886154985641263	0.8389850830977161	0.07527066922243096	0.23918566172504652	0.9673108533049687	0.8904871891295075	0.9322938954261699	0.669952328117092	0.1901972713780654	0.9764797807284707	0.3157735742322317	0.9820570328098854	0.844731497448966	0.7292744352188473	0.08711830176307672	0.030427297269912053	0.299473956434184	0.11530296970688558	0.006317568842964682	0.9518976735603905	0.31296391144906544	0.8276564059512738	0.48357765309550393	0.422256364491243	0.9489932353224975	0.5197886569315266	0.8272823229764961	0.17379618487583948	0.5136699511242111	0.9727301193706597	0.03680987382837392	0.19511419542735067	0.4674554846489615	0.9840610045510447	0.999379262829479	0.9665199206071279	0.793982287405143	0.2269294270028967	0.9998307077021866	0.9999995	0.29960166726992016	0.04997379219484112	0.8756773474950351	0.07057758202349987	0.9692107391506292	0.9994632376613778	0.5756589320746641	0.9695269162128574
